lat,lon
 54.4167,-8.08333
 55.175325,-6.6861339
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 54.0039351,-6.40346289
 52.68356,-6.35506
 54.87693279,-6.34764595
 54.87693279,-6.34764595
 54.87693279,-6.34764595
 53.376667,-6.338611
 49.96124321,-6.33371267
 53.01144825,-6.32534922
 53.35788584,-6.30999755
 53.35357081,-6.28580511
 53.3523334,-6.28411457
 53.3523334,-6.28411457
 53.3441,-6.26749
 53.3457,-6.26208
 53.3457,-6.26208
 53.3457,-6.26208
 53.3498053,-6.2603097
 53.3498053,-6.2603097
 53.3498053,-6.2603097
 53.3498053,-6.2603097
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.3478,-6.2597
 53.34845068,-6.24800205
 53.295,-6.23722
 53.295,-6.23722
 53.295,-6.23722
 53.295,-6.23722
 53.295,-6.23722
 54.73658879,-6.23666712
 54.73658879,-6.23666712
 54.73658879,-6.23666712
 54.73658879,-6.23666712
 54.73658879,-6.23666712
 54.73658879,-6.23666712
 53.4557,-6.2197
 57.4,-6.2
 55.63194444,-6.14944444
 52.78963145,-6.14921344
 52.78963145,-6.14921344
 53.17304438,-6.14205809
 53.17304438,-6.14205809
 53.38865,-6.13994
 53.38865,-6.13994
 53.38865,-6.13994
 53.1672,-6.13361
 53.1672,-6.13361
 53.18162607,-6.10290536
 53.18162607,-6.10290536
 53.18162607,-6.10290536
 54.506,-6.05088
 54.62137,-5.9379799
 54.62137,-5.9379799
 54.62137,-5.9379799
 54.58479396,-5.93696709
 54.586797,-5.936191
 54.58248812,-5.93540688
 54.59575393,-5.93517503
 54.58893225,-5.93461227
 54.58895,-5.93434
 54.597285,-5.93012
 54.597285,-5.93012
 54.597285,-5.93012
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.5971,-5.9301
 54.597,-5.93
 54.597,-5.93
 54.597,-5.93
 54.59898,-5.92833
 54.59898,-5.92833
 54.59898,-5.92833
 54.59782485,-5.92555318
 54.59782485,-5.92555318
 54.59738874,-5.92079217
 54.2,-5.88333
 54.2,-5.88333
 54.2,-5.88333
 54.59411,-5.8237
 54.59411,-5.8237
 54.59411,-5.8237
 54.66172607,-5.78336322
 50.126696,-5.698722
 50.126696,-5.698722
 50.141307,-5.690231
 50.141307,-5.690231
 54.66474436,-5.67484576
 54.66474436,-5.67484576
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 56.8706849,-5.43487415
 50.19188815,-5.43286091
 55.5048443,-5.34008637
 55.5048443,-5.34008637
 50.0997,-5.27222
 50.28765348,-5.2413211
 50.325,-5.174
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.3439317,-5.1544043
 50.4108,-5.11405
 50.41884321,-5.09738121
 50.41884321,-5.09738121
 50.41879,-5.09685
 50.41879,-5.09685
 50.41879,-5.09685
 50.41879,-5.09685
 50.1572,-5.0722
 50.1572,-5.0722
 54.90214722,-5.01248056
 57,-5
 57,-5
 57,-5
 57,-5
 57,-5
 54.74027177,-4.92097178
 54.74027177,-4.92097178
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.45659667,-4.91369667
 50.59408,-4.82884
 55.31403753,-4.8287428
 55.31403753,-4.8287428
 50.31855276,-4.81308785
 56.01724006,-4.77311847
 50.3331231,-4.75847388
 50.3331231,-4.75847388
 50.3331231,-4.75847388
 54.21621622,-4.68378165
 55.5333,-4.66667
 52.0812683,-4.6612802
 52.08130935,-4.65921624
 52.08130935,-4.65921624
 52.08130935,-4.65921624
 54.0800737,-4.6561028
 55.58402555,-4.65215701
 55.58402555,-4.65215701
 55.54282991,-4.63384585
 55.54282991,-4.63384585
 55.54287167,-4.63343333
 56.00356529,-4.57494024
 55.5333,-4.56667
 55.5333,-4.56667
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 50.824,-4.542
 54.1452,-4.48172
 50.45318694,-4.46154356
 50.45318694,-4.46154356
 50.4985,-4.456
 50.4985,-4.456
 54.17821039,-4.4543767
 55.847258,-4.440114
 55.86443699,-4.43234953
 50.9667,-4.38333
 55.84375,-4.31732
 55.829637,-4.316757
 55.852472,-4.309626
 55.852472,-4.309626
 55.852472,-4.309626
 55.89189189,-4.30564039
 55.89189189,-4.30564039
 55.89189189,-4.30564039
 55.87086073,-4.29918638
 55.87429,-4.2949999
 55.87429,-4.2949999
 55.87429,-4.2949999
 55.87429,-4.2949999
 55.87429,-4.2949999
 55.87429,-4.2949999
 55.88763545,-4.28466797
 55.88763545,-4.28466797
 55.88763545,-4.28466797
 55.88763545,-4.28466797
 55.88763545,-4.28466797
 55.87603,-4.282388
 55.8321584,-4.2781143
 55.858,-4.259
 55.858,-4.259
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.8649681,-4.255131
 55.86457906,-4.2533621
 52.25,-4.25
 55.85026389,-4.23928333
 51.13306652,-4.23806171
 55.92698826,-4.23305461
 55.92698826,-4.23305461
 55.84964143,-4.20613936
 55.7513048,-4.1610825
 50.37973537,-4.14238416
 50.3806277,-4.1336803
 50.3806277,-4.1336803
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 52.93111111,-4.13111111
 51.208,-4.12
 51.208,-4.12
 51.208,-4.12
 51.208,-4.12
 51.208,-4.12
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503549,-4.1189289
 50.5503576,-4.1189264
 50.5503576,-4.1189264
 52.9333,-4.11667
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 55.7667,-4.1
 52.91415,-4.09667
 52.4142178,-4.08605926
 52.4142178,-4.08605926
 50.4833,-4.08333
 50.821646,-4.0720159
 55.7667,-4.03333
 51.6181,-4.01694
 51.6181,-4.01694
 50.7772135,-3.999461
 50.7772135,-3.999461
 56.12311879,-3.94641207
 51.6184332,-3.9429359
 51.6184332,-3.9429359
 51.6247,-3.9428
 50.25688,-3.857625
 56.00080288,-3.841343
 53.15,-3.8
 56.02051281,-3.75765778
 56.28064141,-3.74992433
 56.28064141,-3.74992433
 50.21534625,-3.70975256
 51.01251941,-3.64982847
 51.01251941,-3.64982847
 57.65,-3.6
 57.65,-3.6
 51.20879722,-3.59555556
 51.5692,-3.58833
 50.6,-3.58333
 54.5431869,-3.5629227
 50.45222222,-3.55694444
 50.718412,-3.533899
 50.718412,-3.533899
 50.7218,-3.5336
 50.73553849,-3.53352107
 50.72289844,-3.53066601
 50.72289844,-3.53066601
 50.724453,-3.5273729
 50.724453,-3.5273729
 50.724453,-3.5273729
 50.724453,-3.5273729
 54.50835331,-3.52612439
 54.50835331,-3.52612439
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.73055556,-3.52080986
 50.45,-3.5
 50.45,-3.5
 53.3167,-3.5
 53.3167,-3.5
 54.7,-3.5
 56.35,-3.5
 56.35,-3.5
 56.35,-3.5
 50.7189028,-3.4913085
 53.3250488,-3.4888856
 53.3250488,-3.4888856
 53.3250488,-3.4888856
 53.3250488,-3.4888856
 51.20572556,-3.46992418
 51.20572556,-3.46992418
 51.20572556,-3.46992418
 51.2031,-3.46977
 50.55,-3.46667
 50.55,-3.46667
 50.58070225,-3.46456672
 53.2667,-3.45
 53.2667,-3.45
 53.2667,-3.45
 53.2667,-3.45
 53.2667,-3.45
 54.7124158,-3.4434675
 54.7124158,-3.4434675
 54.7124158,-3.4434675
 54.7124158,-3.4434675
 51.5403,-3.44194
 51.5403,-3.44194
 50.75147222,-3.40163889
 50.5833,-3.4
 50.9333,-3.4
 51.745206,-3.380111
 51.745206,-3.380111
 51.5133,-3.37946
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.941,-3.37401
 55.90398743,-3.37018018
 55.90398743,-3.37018018
 56.0429,-3.36755
 56.0429,-3.36755
 56.0429,-3.36755
 56.0429,-3.36755
 56.0429,-3.36755
 56.0429,-3.36755
 54.2667,-3.36667
 59.02473803,-3.3588183
 56.05405405,-3.35572808
 56.05405405,-3.35572808
 56.05405405,-3.35572808
 56.05405405,-3.35572808
 56.05405405,-3.35572808
 56.05405405,-3.35572808
 51.759,-3.283
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 55.943085,-3.2804622
 54.20983123,-3.27015361
 51.53465959,-3.25060035
 51.53465959,-3.25060035
 52.9667,-3.25
 52.9667,-3.25
 52.9667,-3.25
 52.9667,-3.25
 54.54728264,-3.24914357
 50.67765725,-3.24063079
 55.85415353,-3.23568051
 55.97158056,-3.23321667
 55.97158056,-3.23321667
 55.94,-3.23
 59.002,-3.2287
 51.49242057,-3.22526419
 51.51210103,-3.21827903
 55.95929617,-3.21445462
 55.95929617,-3.21445462
 55.95929617,-3.21445462
 54.4542,-3.2115
 55.95093813,-3.20991574
 55.9546,-3.2087
 55.9546,-3.2087
 55.9546,-3.2087
 51.49809883,-3.20590496
 52.57270716,-3.2026682
 52.57270716,-3.2026682
 55.96127,-3.202653
 55.96127,-3.202653
 55.96127,-3.202653
 55.9623053,-3.1971013
 55.9623053,-3.1971013
 55.9623053,-3.1971013
 55.94863324,-3.19567395
 55.953252,-3.188267
 55.9537626,-3.1875328
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.4853,-3.1867
 51.7969589,-3.1863301
 55.95495446,-3.18268776
 51.4809272,-3.1817115
 51.482,-3.1791
 51.48036522,-3.17860705
 51.48036522,-3.17860705
 51.48036522,-3.17860705
 51.48036522,-3.17860705
 51.4852954,-3.1771916
 51.47789915,-3.17559098
 55.92814858,-3.16894982
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 53.3667,-3.15
 54.58333333,-3.15
 50.97593251,-3.1467868
 50.97593251,-3.1467868
 54.5990111,-3.13701532
 51.4996796,-3.1205201
 55.95563919,-3.11209202
 55.95563919,-3.11209202
 55.95444906,-3.10966846
 53.2361714,-3.1040311
 53.2361714,-3.1040311
 53.56552,-3.09713
 52.97198888,-3.08697988
 52.97198888,-3.08697988
 52.9631,-3.08353
 52.9631,-3.08353
 52.9631,-3.08353
 53.567356,-3.074348
 53.567356,-3.074348
 55.8667,-3.06667
 53.29947711,-3.06248413
 53.29947711,-3.06248413
 51.5761198,-3.0612631
 53.79197844,-3.05526487
 51.5905,-3.05413
 51.5931,-3.05306
 51.5931,-3.05306
 51.5931,-3.05306
 51.5931,-3.05306
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.59315427,-3.0491658
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.3807,-3.0483
 53.8179659,-3.0460462
 53.8179659,-3.0460462
 53.8179659,-3.0460462
 53.57801772,-3.04308902
 53.57801772,-3.04308902
 53.8169072,-3.0369956
 53.8169072,-3.0369956
 53.8169072,-3.0369956
 53.8169072,-3.0369956
 53.8169072,-3.0369956
 53.4,-3.03333
 53.4,-3.03333
 53.4,-3.03333
 53.4,-3.03333
 53.4778,-3.03333
 53.6,-3.03333
 53.6036761,-3.0331184
 53.6036761,-3.0331184
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.8431169,-3.0326461
 53.4839,-3.02959
 53.411647,-3.0270668
 53.4710128,-3.02681061
 53.47387411,-3.02610412
 53.47387411,-3.02610412
 53.47396171,-3.02604328
 53.47396171,-3.02604328
 53.4919552,-3.0259424
 53.4919552,-3.0259424
 53.4919552,-3.0259424
 53.48010482,-3.02347919
 53.48010482,-3.02347919
 53.874,-3.021
 53.874,-3.021
 53.874,-3.021
 53.874,-3.021
 51.66194481,-3.01899891
 51.821833,-3.0188868
 51.64735685,-3.01861584
 53.7483,-3.01329722
 51.30647,-3.00979
 53.35958367,-3.00682805
 53.64819925,-3.00579071
 53.64819925,-3.00579071
 53.64819925,-3.00579071
 53.6667,-3
 51.2284761,-2.99753845
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.4008089,-2.99348489
 53.0463,-2.9932
 53.0463,-2.9932
 51.5834,-2.99317
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8476749,-2.9921698
 53.8463898,-2.99212497
 53.40136415,-2.99206478
 53.4528554,-2.9894271
 53.4528554,-2.9894271
 53.4528554,-2.9894271
 50.79027939,-2.98444438
 53.40404659,-2.98394241
